SettlementPoint,NodeType,YearMonth,AvgPrice
LZ_RAYBN,LoadZone,2019-07,30.0297
LZ_RAYBN,LoadZone,2019-08,126.8979
LZ_RAYBN,LoadZone,2019-09,80.6986
LZ_RAYBN,LoadZone,2019-10,28.5544
LZ_RAYBN,LoadZone,2019-11,24.5176
LZ_RAYBN,LoadZone,2019-12,19.0851
LZ_SOUTH,LoadZone,2016-01,19.4817
LZ_SOUTH,LoadZone,2016-02,15.9359
LZ_SOUTH,LoadZone,2016-03,19.5211
LZ_SOUTH,LoadZone,2016-04,20.738
LZ_SOUTH,LoadZone,2016-05,20.6917
LZ_SOUTH,LoadZone,2016-06,27.4717
LZ_SOUTH,LoadZone,2016-07,28.8896
LZ_SOUTH,LoadZone,2016-08,31.8233
LZ_SOUTH,LoadZone,2016-09,28.762
LZ_SOUTH,LoadZone,2016-10,30.031
LZ_SOUTH,LoadZone,2016-11,20.6334
LZ_SOUTH,LoadZone,2016-12,26.3268
LZ_SOUTH,LoadZone,2017-01,25.1555
LZ_SOUTH,LoadZone,2017-02,21.7937
LZ_SOUTH,LoadZone,2017-03,26.5282
LZ_SOUTH,LoadZone,2017-04,28.5499
LZ_SOUTH,LoadZone,2017-05,29.9797
LZ_SOUTH,LoadZone,2017-06,36.7834
LZ_SOUTH,LoadZone,2017-07,34.1933
LZ_SOUTH,LoadZone,2017-08,33.4578
LZ_SOUTH,LoadZone,2017-09,28.3303
LZ_SOUTH,LoadZone,2017-10,28.464
LZ_SOUTH,LoadZone,2017-11,27.8657
LZ_SOUTH,LoadZone,2017-12,25.4042
LZ_SOUTH,LoadZone,2018-01,46.1326
LZ_SOUTH,LoadZone,2018-02,25.197
LZ_SOUTH,LoadZone,2018-03,26.76
LZ_SOUTH,LoadZone,2018-04,28.187
LZ_SOUTH,LoadZone,2018-05,41.2744
LZ_SOUTH,LoadZone,2018-06,32.2587
LZ_SOUTH,LoadZone,2018-07,80.4476
LZ_SOUTH,LoadZone,2018-08,33.6906
LZ_SOUTH,LoadZone,2018-09,28.3838
LZ_SOUTH,LoadZone,2018-10,32.127
LZ_SOUTH,LoadZone,2018-11,33.5445
LZ_SOUTH,LoadZone,2018-12,32.1127
LZ_SOUTH,LoadZone,2019-01,27.0579
LZ_SOUTH,LoadZone,2019-02,23.729
LZ_SOUTH,LoadZone,2019-03,30.5295
LZ_SOUTH,LoadZone,2019-04,27.1478
LZ_SOUTH,LoadZone,2019-05,27.211
LZ_SOUTH,LoadZone,2019-06,27.2596
LZ_SOUTH,LoadZone,2019-07,31.1322
LZ_SOUTH,LoadZone,2019-08,127.109
LZ_SOUTH,LoadZone,2019-09,81.0091
LZ_SOUTH,LoadZone,2019-10,32.9421
LZ_SOUTH,LoadZone,2019-11,25.8037
LZ_SOUTH,LoadZone,2019-12,19.7869
LZ_WEST,LoadZone,2016-01,19.5193
LZ_WEST,LoadZone,2016-02,15.0445
LZ_WEST,LoadZone,2016-03,16.0027
LZ_WEST,LoadZone,2016-04,17.1537
LZ_WEST,LoadZone,2016-05,17.7375
LZ_WEST,LoadZone,2016-06,23.4888
LZ_WEST,LoadZone,2016-07,27.1788
LZ_WEST,LoadZone,2016-08,30.0106
LZ_WEST,LoadZone,2016-09,26.7677
LZ_WEST,LoadZone,2016-10,25.1823
LZ_WEST,LoadZone,2016-11,19.3431
LZ_WEST,LoadZone,2016-12,25.1658
LZ_WEST,LoadZone,2017-01,23.2314
LZ_WEST,LoadZone,2017-02,18.4771
LZ_WEST,LoadZone,2017-03,20.2512
LZ_WEST,LoadZone,2017-04,20.3886
LZ_WEST,LoadZone,2017-05,22.8678
LZ_WEST,LoadZone,2017-06,27.5123
LZ_WEST,LoadZone,2017-07,31.1302
LZ_WEST,LoadZone,2017-08,27.2139
LZ_WEST,LoadZone,2017-09,27.0118
LZ_WEST,LoadZone,2017-10,22.1733
LZ_WEST,LoadZone,2017-11,22.1529
LZ_WEST,LoadZone,2017-12,21.8723
LZ_WEST,LoadZone,2018-01,37.2933
LZ_WEST,LoadZone,2018-02,22.1241
LZ_WEST,LoadZone,2018-03,22.3016
LZ_WEST,LoadZone,2018-04,21.1281
LZ_WEST,LoadZone,2018-05,49.6001
LZ_WEST,LoadZone,2018-06,57.9675
LZ_WEST,LoadZone,2018-07,101.471
LZ_WEST,LoadZone,2018-08,33.2899
LZ_WEST,LoadZone,2018-09,27.1011
LZ_WEST,LoadZone,2018-10,30.0046
LZ_WEST,LoadZone,2018-11,31.224
LZ_WEST,LoadZone,2018-12,34.9808
LZ_WEST,LoadZone,2019-01,27.4615
LZ_WEST,LoadZone,2019-02,22.799
LZ_WEST,LoadZone,2019-03,31.283
LZ_WEST,LoadZone,2019-04,21.6992
LZ_WEST,LoadZone,2019-05,28.852
LZ_WEST,LoadZone,2019-06,32.0268
LZ_WEST,LoadZone,2019-07,32.0757
LZ_WEST,LoadZone,2019-08,128.8765
LZ_WEST,LoadZone,2019-09,83.4711
LZ_WEST,LoadZone,2019-10,49.3834
LZ_WEST,LoadZone,2019-11,49.3408
LZ_WEST,LoadZone,2019-12,39.5026
