Month,DayOfWeek,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
4,Monday,0.21154546428188925,0.1711898896861947,0.15885187961872121,0.1917532397986505,0.3738674092320874,0.5872121666488165,0.8265181535825211,0.7621291635428938,0.8879511620434829,0.816364999464496,0.8576202206276106,0.9615936596337152,0.9987362107743387,1.2113098425618507,1.3920102816750561,1.9778087180036414,2.681460854664239,2.1297204669594088,1.4173289065010175,1.3566670236692728,1.310656527792653,1.034207989718325,0.9259933597515261,0.7575024097675912
4,Tuesday,0.7615592553548608,0.6698272663561036,0.6180955129299939,0.5796500568319013,0.582194241426628,0.720004240307658,0.8988038798815072,0.9379560539225792,0.8463654085124177,0.9335744026761055,1.0149883097073602,1.0277092326809936,1.088062945011455,1.1079923910034808,1.4219165012750372,2.2694126584962224,2.477329077320833,2.0370437988445165,1.0295466993327407,0.8397222598484092,0.8474961572211851,0.49300643702259744,0.4507447040324149,0.3469985100030036
4,Wednesday,0.27480139097000367,0.2702779112832546,0.22934042011817585,0.25783834214469475,0.3089536626049588,0.5235927737412004,0.8981368918040201,0.9564897797630826,1.0085097961606966,1.029770150688417,0.9967487489751492,1.0381385881089025,1.0024030985835852,1.13064374770292,0.9895111814763505,1.514687173107913,1.9717847954539027,1.650843911679059,1.4746543778801842,1.509711345452489,1.958892878346668,1.186508721834271,1.0510305052161373,0.7667298069039606
4,Thursday,0.6154726700372032,0.568921110369169,0.39740532290374897,0.32338071162835064,0.35409710960602886,0.46189068014881235,0.8026328341123724,0.7034245921968901,0.7118191357435849,0.641228655919107,0.7370027663836687,0.789087093389297,0.6860631498616807,0.8739864542592769,1.045502241724697,1.1803872937136315,1.8994562625202709,1.8254316512448727,1.5936277783077362,1.7269865496518173,2.1077935705427837,1.4757225984927977,1.322140608604407,1.1565391586377944
4,Friday,0.9120306251069855,0.877857487434058,0.8313596115840091,0.8382689345014862,0.872628810631643,1.0955945285632034,1.3546007687399821,1.2167877873048973,1.209504987472962,1.2259379717091239,1.2024089260982558,1.1469476043012092,1.0027855153203344,1.0281819455034937,1.1015701591945348,1.135183081495775,1.5824216865594996,1.2929770778543752,0.9430292090070183,0.8694542568587479,0.8612377647406672,0.5421017413361138,0.4806647889077357,0.37646472977389084
4,Saturday,0.5719303847996168,0.5142583426472936,0.44317419766884886,0.3646175954015648,0.4075363244451541,0.47114801213475965,0.4851349193677152,0.6395657033370589,0.8212038958965353,1.1538240459843525,1.360562030975571,1.336803448826441,1.2530736068976531,1.14788440044707,1.2490499760498164,1.5268721060194796,1.943796902442919,1.7410825482995371,1.53147054127415,1.2367874820373623,1.1984671882484432,0.955708127095641,0.8568417691202299,0.7892064505827878
4,Sunday,0.6663481446090143,0.6282847587195414,0.6056696926262144,0.619684663162924,0.692785475394171,0.7931199235547063,0.8987099856665074,1.0025481764612199,1.2170727822901737,1.3275999362955884,1.3478260869565217,1.4193342888995064,1.2782290173594522,1.3352444656792484,1.31055900621118,1.1971651536868928,1.0753304666348145,1.1632425545469025,1.10479375696767,1.2259913999044434,1.453416149068323,0.7840420449116102,0.5910176779741997,0.2619843924191751
5,Monday,0.3125269048643995,0.2871287128712871,0.1902712010331468,0.3357727077055532,0.5645716745587601,0.8189840723202755,1.1528196297890658,1.1437795953508394,1.2946620749031423,1.235256134309083,1.3075764098148945,1.6162290142057685,1.5333620318553596,1.738915195867413,1.5073181231166595,1.994834266035299,1.7946620749031426,1.503013344812742,0.7275075333620319,0.6192423590185104,0.8280241067585019,0.5871717606543263,0.47589324149806284,0.4304778303917348
5,Tuesday,0.2193148098192609,0.17075802535743193,0.22922848664688436,0.2925546263825196,0.3738872403560832,0.5903695710817374,0.9529268950633938,0.996021041273267,1.0213110331804698,0.9788238467763691,0.9929862422444028,1.1087132452117618,1.259036957108174,1.5038440787698955,1.7150660911788513,2.054356622605881,2.2686134340437016,1.7312516859994607,1.321958456973294,1.1783113029403833,1.095764769355274,0.7684111141084438,0.664620987321284,0.5118694362017805
5,Wednesday,0.6027272007947743,0.561159807636514,0.510941332653438,0.4732774764161311,0.5492381948779266,0.6657112965193464,0.8545580826951988,1.012809579490606,1.1224251162708914,1.1224251162708914,1.11155851349094,1.188996245922826,1.2883781859103418,1.550759167597127,1.6918140017407668,1.841730919704949,2.038173777726981,1.5460116226932648,0.9496144817703067,0.8851533720756443,0.8882129010136889,0.5890120710725056,0.5236014523970706,0.4317100832578709
5,Thursday,0.4553299261438602,0.38896555907732894,0.29894296243497775,0.23937275360560517,0.35038444623060705,0.6118382141069776,0.8151776642047952,0.8991340481353978,1.0211862478957823,1.060495306267914,1.1544002790457848,1.209481490468463,1.3332322297881374,1.4881633024462002,1.8926583660656058,2.193906489331048,1.9874126086231212,1.4630491818195606,1.0744475955049362,0.8674684177800694,0.9144209041690047,0.7321918743080725,0.8159056097302051,0.7324345228165425
5,Friday,0.7170194750211685,0.6531188258537961,0.6005080440304827,0.6230877787186001,0.7018910527801299,0.8808354501834603,0.9998306519898391,0.9834603443409541,1.0324583686141688,1.0408128704487722,1.0716342082980526,1.1094552639006492,1.1087778718600059,1.31346316680779,1.3328817386395708,1.4689246401354785,1.51927744848998,1.1835167936776743,1.0540220152413209,1.0429579452441433,1.0238780694326841,0.9335591306802146,0.9112051933389784,0.6934236522720858
5,Saturday,0.630862924497667,0.5999623998040232,0.6438520831078272,0.7164546433393532,0.821188280132854,0.8786140339882984,1.0112401797973007,1.0443283522568663,1.1482416211381465,1.1790054178464202,1.1937720402663916,1.1992411596811958,1.1157003606200613,1.0984726344634281,1.038722504856692,1.4448046214059054,1.506742398778563,1.221527821296523,0.9551817057955574,0.8538662686363092,1.1057192176880437,0.9629752009616533,0.8634372276122166,0.7660869020287014
5,Sunday,0.7595056392246909,0.7327615317079759,0.79462416424664,0.7909772404943607,0.7986763017491726,0.85513608428446,0.938204903086378,0.9563044505976901,1.0651718781657322,1.049638684406024,1.0967785506854866,1.1223070169514417,1.0993449044370904,1.4370230296481392,1.4728169109205105,1.6790707097994189,1.9588032687242518,1.6149118660093198,1.1512122644695075,0.9711622881069761,0.7535625042209765,0.4014317552508948,0.27054771391909227,0.2300263388937664
6,Monday,0.6144106946292553,0.6146228896541663,0.6076204538321095,0.6158960598036312,0.5906448518392445,0.6697935961309772,0.7557325812198561,0.7792862289849561,0.7911691503799617,0.8316984001379266,0.9306873792588203,1.0326470887284653,1.1944457952229592,1.4301944678988714,1.643450467934237,1.9060418112613666,1.9034954709624368,1.4069591126711374,1.1963555504471568,1.0767836539099143,1.0384824519135127,0.8617239961628065,0.8044313394368873,0.7034265075793409
